fname,label_level_0,class_level_0,label_level_1,class_level_1,label_level_2,class_level_2,bbox_x1,bbox_y1,bbox_x2,bbox_y2
000252.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,39,47,452,227
000253.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,71,145,629,460
000254.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,48,59,612,432
000255.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,13,46,488,295
000256.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,62,176,400,330
000257.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,18,149,621,354
000258.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,9,97,493,252
000259.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,89,134,1194,699
000260.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,23,94,402,269
000261.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,29,444,1253,928
000262.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,22,88,479,312
000263.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,69,8,432,325
000264.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,16,55,560,382
000265.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,37,93,608,404
000266.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,56,23,776,372
000267.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,78,153,594,421
000268.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,66,114,597,407
000269.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,185,495,1497,964
000270.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,39,29,470,286
000271.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,33,182,617,386
000272.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,107,261,893,610
000273.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,5,36,623,357
000274.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,73,86,441,306
000275.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,42,170,591,389
000276.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,2,50,617,488
000277.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,14,135,605,445
000278.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,31,75,480,308
000279.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,69,83,544,372
000280.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,63,106,435,329
000281.jpg,Sedan,9,Acura Sedan,1,Acura TL Type-S 2008,3,58,85,532,433
000324.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,101,314,894,612
000325.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,19,49,283,191
000326.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,105,91,528,338
000327.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,126,227,885,551
000328.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,9,36,293,180
000329.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,4,7,299,124
000330.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,69,50,204,156
000331.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,31,119,404,248
000332.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,26,118,1009,541
000333.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,57,35,222,144
000334.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,26,37,241,166
000335.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,22,83,415,322
000336.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,27,9,270,128
000337.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,25,56,450,316
000338.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,172,393,1713,1063
000339.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,142,124,675,445
000340.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,39,89,457,334
000341.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,20,216,562,391
000342.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,93,101,404,274
000343.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,34,53,270,139
000344.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,45,62,247,190
000345.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,115,507,2457,1658
000346.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,33,67,404,283
000347.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,20,7,239,174
000348.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,52,35,246,174
000349.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,7,74,292,200
000350.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,5,25,271,177
000351.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,68,48,235,162
000352.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,15,58,246,139
000353.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,20,45,252,153
000354.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,35,79,271,185
000355.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,32,49,363,222
000356.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,24,38,246,172
000357.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,50,162,640,425
000358.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,36,185,990,629
000359.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,118,78,599,419
000360.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,38,29,380,177
000361.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,37,67,237,168
000362.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,19,63,307,170
000363.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,11,8,270,160
000364.jpg,Sedan,9,Acura Sedan,1,Acura TSX Sedan 2012,4,8,37,294,150
000405.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,181,51,427,232
000406.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,89,128,515,361
000407.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,58,72,763,529
000408.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,131,42,500,349
000409.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,36,103,544,310
000410.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,10,34,627,322
000411.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,90,189,1495,820
000412.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,9,184,740,499
000413.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,146,73,486,236
000414.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,17,152,476,367
000415.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,38,201,761,452
000416.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,1,60,630,379
000417.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,29,78,734,396
000418.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,91,175,567,410
000419.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,89,68,483,310
000420.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,63,66,566,299
000421.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,58,73,570,387
000422.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,6,63,571,303
000423.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,42,96,612,353
000424.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,282,154,592,336
000425.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,97,2,599,409
000426.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,229,96,417,211
000427.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,43,160,774,541
000428.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,91,121,574,357
000429.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,42,4,750,469
000430.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,101,162,882,650
000431.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,147,119,1078,596
000432.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,35,168,613,392
000433.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,64,202,898,574
000434.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,86,292,1176,639
000435.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,19,126,598,421
000436.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,114,106,492,292
000437.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,62,150,543,339
000438.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,6,3,932,639
000439.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,64,240,1508,943
000440.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,180,205,538,400
000441.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,16,136,775,418
000442.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,118,402,1011,733
000443.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,97,111,928,486
000444.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,33,150,619,409
000445.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,30,200,680,452
000446.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,46,86,557,287
000447.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,17,80,735,492
000448.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,228,623,1813,1322
000449.jpg,Hatchback,5,Acura Hatchback,0,Acura Integra Type R 2001,5,146,92,689,356
000494.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,300,221,685,418
000495.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,103,361,1075,719
000496.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,135,132,535,330
000497.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,92,45,534,267
000498.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,451,625,2092,1763
000499.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,25,55,456,279
000500.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,46,69,583,363
000501.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,87,235,740,517
000502.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,133,431,1962,1072
000503.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,55,53,567,269
000504.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,78,164,411,284
000505.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,39,141,594,355
000506.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,21,93,479,331
000507.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,49,322,925,646
000508.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,102,211,786,485
000509.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,42,17,440,282
000510.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,337,375,1116,745
000511.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,95,62,402,306
000512.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,19,74,381,232
000513.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,338,82,1133,733
000514.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,79,163,539,393
000515.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,4,60,519,283
000516.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,68,138,591,469
000517.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,82,33,542,234
000518.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,17,62,425,314
000519.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,39,127,595,360
000520.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,61,46,682,336
000521.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,48,36,572,300
000522.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,25,44,559,273
000523.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,33,148,598,368
000524.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,49,113,463,280
000525.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,65,101,650,453
000526.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,56,92,446,327
000527.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,54,81,728,422
000528.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,62,145,450,422
000529.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,19,59,334,258
000530.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,189,198,756,468
000531.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,19,138,571,424
000532.jpg,Hatchback,5,Acura Hatchback,0,Acura ZDX Hatchback 2012,6,7,41,787,431
000572.jpg,Convertible,0,Aston Convertible,4,Aston Martin V8 Vantage Convertible 2012,7,5,5,498,211
